name,number,position,status,height,weight,experience,college,team_key
Alexander Mattison,2,RB,ACT,71,215,4,Boise State,31
Josh Metellus,44,FS,ACT,71,207,3,Michigan,31
Nick Mullens,12,QB,ACT,73,210,4,Southern Mississippi,31
Johnny Mundt,86,TE,ACT,76,233,5,Oregon,31
Nick Muse,34,TE,ACT,77,252,,R,31
Jalen Nailor,83,WR,ACT,72,190,,R,31
Parry Nickerson,35,DB,DEV,70,179,4,Tulane,31
Kene Nwangwu,26,RB,ACT,73,210,2,Iowa State,31
Brian O'Neill,75,OT,ACT,79,310,5,Pittsburgh,31
K.J. Osborn,17,WR,ACT,71,203,3,Miami,31
James O'Shaughnessy,80,TE,DEV,76,245,8,Illinois State,31
Esezi Otomewo,90,DE,ACT,77,282,,R,31
Patrick Peterson,7,CB,ACT,73,198,12,LSU,31
Harrison Phillips,97,NT,ACT,75,307,5,Stanford,31
Blake Proehl,13,WR,DEV,73,190,2,East Carolina,31
Jalen Reagor,5,WR,ACT,71,197,3,TCU,31
Chris Reed,62,G,ACT,75,314,7,Minnesota State,31
Janarius Robinson,95,LB,TRD,77,258,2,Florida State,31
Austin Schlottmann,65,G,ACT,78,300,4,TCU,31
Duke Shelley,20,CB,ACT,69,176,4,Kansas State,31
Irv Smith,84,TE,RES,74,240,4,Alabama,31
Harrison Smith,22,FS,ACT,74,211,11,Notre Dame,31
T.J. Smith,50,DT,DEV,75,300,1,Arkansas,31
Za'Darius Smith,55,OLB,ACT,76,272,8,Kentucky,31
Josh Sokol,60,C,DEV,75,290,,R,31
Chandon Sullivan,39,DB,ACT,71,189,5,Georgia State,31
Adam Thielen,19,WR,ACT,74,200,9,Minnesota State,31
Travis Toivonen,,WR,CUT,76,212,1,North Dakota,31
Dalvin Tomlinson,94,DE,ACT,75,325,6,Alabama,31
Khyiris Tonga,95,DT,ACT,76,338,2,BYU,31
Jaylen Twyman,93,DT,TRC,74,285,1,Pittsburgh,31
Oli Udoh,74,OT,ACT,78,320,4,Elon,31
Luiji Vilain,43,LB,ACT,76,252,,R,31
Benton Whitley,,DE,DEV,76,260,,R,31
Kenny Willekes,79,DE,RES,75,264,3,Michigan State,31
D.J. Wonnum,98,LB,ACT,77,258,3,South Carolina,31
Ryan Wright,14,P,ACT,75,245,,R,31
Zach Allen,94,DE,ACT,76,281,4,Boston College,24
Matt Ammendola,15,K,CUT,69,195,2,Oklahoma State,24
Robbie Anderson,81,WR,ACT,75,190,7,Temple,24
Stephen Anderson,89,TE,ACT,75,230,5,California,24
Andre Baccellia,82,WR,DEV,70,175,1,Washington,24
Budda Baker,3,S,ACT,70,195,6,Washington,24
Corey Ballentine,,DB,TRD,72,196,4,Washburn,24
Chris Banjo,31,DB,ACT,70,207,9,SMU,24
Eric Banks,94,DE,DEV,77,289,1,Texas-San Antonio,24
Kelvin Beachum,68,OT,ACT,75,308,11,SMU,24
Eno Benjamin,26,RB,TRC,69,207,3,Arizona State,24
Stanley Berryhill,,WR,TRD,71,190,,R,24
Rodrigo Blankenship,,K,CUT,73,184,3,Georgia,24
C.J. Board,,WR,TRC,73,181,3,Tennessee-Chattanooga,24
Victor Bolden,38,WR,TRC,68,178,3,Oregon State,24
Aaron Brewer,46,LS,ACT,77,232,11,San Diego State,24
Andrew Brown,71,DT,TRD,75,296,3,Virginia,24
Marquise Brown,2,WR,ACT,69,170,4,Oklahoma,24
Corey Clement,31,RB,ACT,70,220,6,Wisconsin,24
Zaven Collins,25,ILB,ACT,76,260,2,Tulsa,24
James Conner,6,RB,ACT,73,233,6,Pittsburgh,24
Nolan Cooney,15,P,CUT,75,202,1,Syracuse,24
Pharoh Cooper,83,WR,DEV,71,210,7,South Carolina,24
Jeff Cotton,,WR,TRD,74,204,1,Idaho,24
Rashaad Coward,73,G,ACT,77,319,5,Old Dominion,24
Tae Daley,48,SAF,CUT,71,201,,R,24
Julie'n Davenport,50,OT,DEV,79,315,6,Bucknell,24
Wyatt Davis,66,G,ACT,76,315,2,Ohio State,24
Jean Delance,79,OT,CUT,77,307,,R,24
Victor Dimukeje,52,OLB,ACT,74,265,2,Duke,24
Michael Dogbe,91,DE,DEV,75,295,3,Temple,24
Greg Dortch,83,WR,ACT,67,175,2,Wake Forest,24
Sage Doxtater,79,OT,CUT,79,350,,R,24
Zach Ertz,86,TE,RES,77,250,10,Stanford,24
Cody Ford,72,G,ACT,75,329,4,Oklahoma,24
Leki Fotu,95,NT,ACT,77,330,3,Utah,24
Max Garcia,72,G,ACT,76,309,8,Florida,24
Dennis Gardeck,45,OLB,ACT,72,232,5,Sioux Falls,24
Markus Golden,44,OLB,ACT,75,259,8,Missouri,24
A.J. Green,18,WR,ACT,76,207,12,Georgia,24
Kamu Grugier-Hill,57,OLB,ACT,74,220,7,Eastern Illinois,24
Jarrett Guarantano,,QB,TRC,76,220,,R,24
Nate Hairston,27,CB,DEV,72,185,6,Temple,24
Antonio Hamilton,33,CB,ACT,72,195,7,South Carolina State,24
Sean Harlow,64,C,ACT,76,284,3,Oregon State,24
Marquis Hayes,78,G,RES,77,318,,R,24
Will Hernandez,76,G,RES,74,335,5,Texas-El Paso,24
Trysten Hill,98,DT,ACT,75,310,4,UCF,24
DeAndre Hopkins,10,WR,ACT,73,212,9,Clemson,24
Rodney Hudson,61,C,RES,74,315,12,Florida State,24
JuJu Hughes,,S,DEV,71,191,3,Fresno State,24
D.J. Humphries,74,OT,RES,77,307,8,Florida,24
Keaontay Ingram,30,RB,ACT,72,215,,R,24
Andy Isabella,17,WR,TRC,69,188,4,UMass Amherst,24
Danny Isidora,63,G,CUT,75,306,4,Miami,24
Josh Jones,79,OT,ACT,77,319,3,Houston,24
Manny Jones,75,DE,DEV,76,290,,R,24
Devon Kennard,42,OLB,TRC,75,256,9,USC,24
Rashard Lawrence,90,NT,RES,74,308,3,LSU,24
Jonathan Ledbetter,93,DE,ACT,76,280,2,Georgia,24
Andy Lee,14,P,ACT,73,185,19,Pittsburgh,24
Jesse Luketa,43,LB,ACT,75,253,,R,24
Blake Lynch,55,LB,DEV,75,233,2,Baylor,24
Koda Martin,60,G,DEV,78,304,2,Syracuse,24
Christian Matthew,35,CB,ACT,74,195,,R,24
Trey McBride,85,TE,ACT,75,249,,R,24
Colt McCoy,12,QB,ACT,73,212,13,Texas,24
Trace McSorley,19,QB,ACT,72,202,4,Penn State,24
Joshua Miles,66,OT,RES,77,325,4,Morgan State,24
Rondale Moore,4,WR,ACT,67,180,2,Purdue,24
Trayvon Mullen,21,CB,ACT,74,200,4,Clemson,24
Byron Murphy,7,CB,ACT,71,190,4,Washington,24
Kyler Murray,1,QB,ACT,70,207,4,Oklahoma,24
Ben Niemann,56,ILB,ACT,74,235,5,Iowa,24
Steven Parker,,DB,TRC,73,210,4,Oklahoma,24
Chris Pierce,49,TE,DEV,76,235,,R,24
Matt Prater,5,K,ACT,70,201,16,UCF,24
Billy Price,53,C,ACT,76,310,5,Ohio State,24
Justin Pugh,67,G,RES,77,311,10,Syracuse,24
Myjai Sanders,41,LB,ACT,77,255,,R,24
Bernhard Seikovits,80,TE,DEV,77,262,1,Isaiah Simmons,24
Isaiah Simmons,9,ILB,ACT,76,238,3,Clemson,24
Lachavious Simmons,,G,DEV,77,319,3,Tennessee State,24
Lecitus Smith,54,G,ACT,75,320,,R,24
Cameron Thomas,97,LB,ACT,77,270,,R,24
Josh Thomas,32,DB,DEV,72,205,1,Appalachian State,24
Deionte Thompson,22,SAF,TRC,73,195,4,Alabama,24
Jalen Thompson,34,FS,ACT,71,190,4,Washington State,24
Badara Traore,70,OT,DEV,79,327,1,LSU,24
Laquon Treadwell,,WR,TRT,74,215,5,Mississippi,24
Zeke Turner,47,LB,ACT,74,214,5,Washington,24
Tanner Vallejo,51,ILB,ACT,73,230,6,Boise State,24
Nick Vigil,59,OLB,RES,74,239,7,Utah State,24
Tristan Vizcaino,15,K,TRC,74,203,2,Washington,24
Jonathan Ward,29,RB,TRC,72,202,3,Central Michigan,24
Charles Washington,28,DB,ACT,70,192,6,Fresno State,24
J.J. Watt,99,DE,ACT,77,288,12,Wisconsin,24
Antoine Wesley,13,WR,RSR,76,206,3,Texas Tech,24
Jace Whittaker,39,CB,CUT,71,185,1,Arizona,24
Darrel Williams,24,RB,RES,71,224,5,LSU,24
Maxx Williams,87,TE,DEV,76,252,8,Minnesota,24
Ty'Son Williams,43,RB,DEV,72,220,2,BYU,24
Marco Wilson,20,CB,ACT,71,187,2,Florida,24
Javon Wims,84,WR,DEV,74,221,4,Georgia,24
Antwaun Woods,92,DT,DEV,73,307,5,USC,24
Chandler Wooten,50,LB,TRD,75,230,,R,24
